list-none-none,1,10,1,30,1387086,46236
list-none-none,1,100,1,300,2030552,6768
list-none-none,1,1000,1,3000,6369997,2123
list-none-none,1,10000,1,30000,-34937670,-1164
list-none-none,1,20000,1,60000,-107209904,-1786
list-none-none,2,1,1,6,6061883,1010313
list-none-none,2,10,1,60,13081215,218020
list-none-none,2,100,1,600,4024561,6707
list-none-none,2,1000,1,6000,11654627,1942
list-none-none,4,1,1,12,5098262,424855
list-none-none,4,10,1,120,21652981,180441
list-none-none,4,100,1,1200,11047618,9206
list-none-none,4,1000,1,12000,53383904,4448
list-none-none,8,1,1,24,85160033,3548334
list-none-none,8,100,1,2400,3135179,1306
list-i-none,2,1,1,6,1754007,292334
list-i-none,2,2,1,12,36735267,3061272
list-i-none,2,4,1,24,1344590,56024
list-i-none,2,8,1,48,1386105,28877
list-i-none,2,16,1,96,683708,7121
list-i-none,2,32,1,192,7157620,37279
list-i-none,4,1,1,12,2772633,231052
list-i-none,4,2,1,24,1554790,64782
list-i-none,4,4,1,48,15305750,318869
list-i-none,4,8,1,96,6019325,62701
list-i-none,4,16,1,192,3944567,20544
list-i-none,4,32,1,384,5462939,14226
list-i-none,8,1,1,24,5351421,222975
list-i-none,8,2,1,48,1540973,32103
list-i-none,8,4,1,96,16634295,173273
list-i-none,8,32,1,768,18227943,23734
list-i-none,12,1,1,36,2729644,75823
list-i-none,12,2,1,72,15489739,215135
list-i-none,12,4,1,144,8586700,59629
list-i-none,12,16,1,576,26901543,46704
list-d-none,2,1,1,6,1007787,167964
list-d-none,2,2,1,12,2275520,189626
list-d-none,2,4,1,24,28833796,1201408
list-d-none,2,8,1,48,755696,15743
list-d-none,2,16,1,96,885235,9221
list-d-none,2,32,1,192,1657720,8633
list-d-none,4,1,1,12,2107269,175605
list-d-none,4,2,1,24,22541641,939235
list-d-none,4,4,1,48,5148781,107266
list-d-none,4,8,1,96,1383220,14408
list-d-none,4,16,1,192,880725,4587
list-d-none,4,32,1,384,14014693,36496
list-d-none,8,1,1,24,6723601,280150
list-d-none,8,2,1,48,15136204,315337
list-d-none,8,4,1,96,16113137,167845
list-d-none,8,8,1,192,2741509,14278
list-d-none,8,16,1,384,18560197,48333
list-d-none,8,32,1,768,9137563,11897
list-d-none,12,1,1,36,6451302,179202
list-d-none,12,2,1,72,15725659,218411
list-d-none,12,4,1,144,26210114,182014
list-d-none,12,16,1,576,8618848,14963
list-d-none,12,32,1,1152,9219217,8002
list-il-none,2,1,1,6,5033450,838908
list-il-none,2,2,1,12,11338750,944895
list-il-none,2,4,1,24,1385633,57734
list-il-none,2,16,1,96,3053409,31806
list-il-none,2,32,1,192,4929681,25675
list-il-none,4,1,1,12,8438433,703202
list-il-none,4,2,1,24,12329095,513712
list-il-none,4,4,1,48,1799237,37484
list-il-none,4,8,1,96,2159450,22494
list-il-none,4,16,1,192,13399710,69790
list-il-none,4,32,1,384,8044395,20948
list-il-none,8,1,1,24,3643070,151794
list-il-none,8,2,1,48,2685250,55942
list-il-none,8,4,1,96,3145611,32766
list-il-none,8,8,1,192,3641027,18963
list-il-none,8,16,1,384,24946993,64966
list-il-none,12,1,1,36,2287344,63537
list-il-none,12,2,1,72,4065091,56459
list-il-none,12,4,1,144,5431630,37719
list-il-none,12,8,1,288,6267346,21761
list-dl-none,2,1,1,6,1536590,256098
list-dl-none,2,2,1,12,3762795,313566
list-dl-none,2,4,1,24,1688226,70342
list-dl-none,2,8,1,48,1960363,40840
list-dl-none,2,16,1,96,2163962,22541
list-dl-none,2,32,1,192,5372325,27980
list-dl-none,4,1,1,12,6994440,582870
list-dl-none,4,2,1,24,18226759,759448
list-dl-none,4,4,1,48,10044709,209264
list-dl-none,4,8,1,96,17631202,183658
list-dl-none,4,16,1,192,3590088,18698
list-dl-none,4,32,1,384,15006075,39078
list-dl-none,8,1,1,24,-994925216,-41455217
list-dl-none,8,2,1,48,16886735,351806
list-dl-none,8,4,1,96,7665535,79849
list-dl-none,8,8,1,192,9545409,49715
list-dl-none,8,16,1,384,3324848,8658
list-dl-none,12,1,1,36,2586296,71841
list-dl-none,12,2,1,72,6414748,89093
list-dl-none,12,4,1,144,3010136,20903
list-dl-none,12,8,1,288,2744603,9529
list-dl-none,12,16,1,576,15262729,26497
list-dl-none,12,32,1,1152,22369727,19418
list-i-m,2,1,1,6,1057231,176205
list-i-m,2,2,1,12,847695,70641
list-i-m,2,4,1,24,400866,16702
list-i-m,2,8,1,48,577787,12037
list-i-m,2,16,1,96,394477,4109
list-i-m,2,32,1,192,1068809,5566
list-i-m,4,1,1,12,484384,40365
list-i-m,4,2,1,24,483023,20125
list-i-m,4,4,1,48,1056019,22000
list-i-m,4,8,1,96,518116,5397
list-i-m,4,16,1,192,560530,2919
list-i-m,4,32,1,384,660647,1720
list-i-m,8,1,1,24,2721780,113407
list-i-m,8,2,1,48,1581411,32946
list-i-m,8,4,1,96,2742079,28563
list-i-m,8,8,1,192,1995711,10394
list-i-m,8,16,1,384,3771523,9821
list-i-m,8,32,1,768,1785024,2324
list-i-m,12,1,1,36,5005291,139035
list-i-m,12,2,1,72,3641010,50569
list-i-m,12,4,1,144,1811753,12581
list-i-m,12,8,1,288,14507765,50374
list-i-m,12,16,1,576,10120742,17570
list-i-m,12,32,1,1152,5316892,4615
list-d-m,2,1,1,6,398031,66338
list-d-m,2,2,1,12,7232246,602687
list-d-m,2,4,1,24,545928,22747
list-d-m,2,8,1,48,2937986,61208
list-d-m,2,16,1,96,750194,7814
list-d-m,2,32,1,192,441888,2301
list-d-m,4,1,1,12,523543,43628
list-d-m,4,2,1,24,1870072,77919
